A_NAS_ID,User_ID,IP_Address,Action,Dated,Browser_Used,NASReport_ID
11841,24,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-03-23 21:40:36.000,Chrome,173
11842,24,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-03-23 21:40:38.000,Chrome,173
11843,24,59.100.129.30,Approved report 13. DMR.,2022-03-23 21:40:38.000,Chrome,173
11844,24,59.100.129.30,Approved report 12. DM Float Log.,2022-03-23 21:40:39.000,Chrome,173
11845,24,59.100.129.30,Approved report 14. F & B Comp. & Void Audit.,2022-03-23 21:40:41.000,Chrome,173
11846,24,59.100.129.30,Approved report 15. Checklists.,2022-03-23 21:40:42.000,Chrome,173
11847,24,59.100.129.30,Approved report 16. Loyalty Points Audit.,2022-03-23 21:40:44.000,Chrome,173
11848,24,59.100.129.30,Commented `Rejected ops - Authorised transactions ` in Report 16. Loyalty Points Audit.,2022-03-23 21:41:29.000,Chrome,173
11849,24,59.100.129.30,Approved the summary report.,2022-03-23 21:41:33.000,Chrome,173
11850,5,59.100.129.30,Created the summary report.,2022-03-24 02:38:02.000,Chrome,218
11851,5,59.100.129.30,Approved report 01. Credit Limit Report.,2022-03-24 03:19:45.000,Chrome,218
11852,5,59.100.129.30,Commented `Paid out of $2 to #722 James Feneri for using scale at lobby` in Report 02. Front Office Paid Out Report.,2022-03-24 03:21:35.000,Chrome,218
11853,5,59.100.129.30,Edited Adjustment and Correction details.,2022-03-24 03:22:09.000,Chrome,218
11854,5,59.100.129.30,Approved report 03. Adjustment & Corrections.,2022-03-24 03:22:10.000,Chrome,218
11855,5,59.100.129.30,Edited No Show Rooms details.,2022-03-24 03:22:20.000,Chrome,218
11856,5,59.100.129.30,Commented `No Show with deposit moved to PM #9005 Collins Madya` in Report 04. No Show Rooms.,2022-03-24 03:23:02.000,Chrome,218
11857,5,59.100.129.30,Opened a Ticket for 04. No Show Rooms,2022-03-24 03:23:28.000,Chrome,218
11858,5,59.100.129.30,Commented `41 x Leave Rooms & 2 x Maintenance Issues` in Report 05. Out of Order/ Service Room.,2022-03-24 03:24:00.000,Chrome,218
11859,5,59.100.129.30,Edited Complimentary Room details.,2022-03-24 03:24:06.000,Chrome,218
11860,5,59.100.129.30,Commented `#522 Benjamin Chan - Comp as per HSM` in Report 06. Complimentary Room Report.,2022-03-24 03:24:42.000,Chrome,218
11861,5,59.100.129.30,Commented `#522 Benjamin Chan (Isolation) - Comp as per HSM` in Report 06. Complimentary Room Report.,2022-03-24 03:24:55.000,Chrome,218
11862,5,59.100.129.30,Commented `DAF Night: 3` in Report 07. Rate Check Report.,2022-03-24 03:25:17.000,Chrome,218
11863,5,59.100.129.30,Edited PM/PX Accounts details.,2022-03-24 03:25:31.000,Chrome,218
11864,5,59.100.129.30,Commented `2 x Credit & 1 x Debit` in Report 08. PM/ PX Accounts.,2022-03-24 03:25:43.000,Chrome,218
11865,5,59.100.129.30,Approved report 08.1. NA16.,2022-03-24 03:25:57.000,Chrome,218
11866,5,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-03-24 03:26:01.000,Chrome,218
11867,5,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-03-24 03:26:02.000,Chrome,218
11868,5,59.100.129.30,Commented `$2000 in balance` in Report 12. DM Float Log.,2022-03-24 03:27:27.000,Chrome,218
11869,5,59.100.129.30,"Commented `Total Revenue: $20800
ADR: $147.48
Occupancy: 50.4%` in Report 13. DMR.",2022-03-24 03:27:53.000,Chrome,218
11870,5,59.100.129.30,Edited F&B Comp. & Void Audit details.,2022-03-24 03:28:02.000,Chrome,218
11871,5,59.100.129.30,Approved report 14. F & B Comp. & Void Audit.,2022-03-24 03:28:04.000,Chrome,218
11872,5,59.100.129.30,Approved report 15. Checklists.,2022-03-24 03:28:06.000,Chrome,218
11873,5,59.100.129.30,Commented `No manual transaction` in Report 16. Loyalty Points Audit.,2022-03-24 03:28:19.000,Chrome,218
11874,5,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-03-24 03:28:37.000,Chrome,218
11875,5,59.100.129.30,Submitted the summary report.,2022-03-24 03:28:39.000,Chrome,218
11876,22,59.100.129.30,Created the summary report.,2022-03-24 06:53:41.000,Chrome,219
11877,22,59.100.129.30,Opened a Ticket for 09. Ogone Deposit Posting Report,2022-03-24 07:05:03.000,Chrome,219
11878,22,59.100.129.30,"Commented `2-Manule Transaction, ` in Report 16. Loyalty Points Audit.",2022-03-24 07:07:00.000,Chrome,219
11879,22,59.100.129.30,"Commented `2-Manule Transaction, 26 Auto Transaction` in Report 16. Loyalty Points Audit.",2022-03-24 07:07:44.000,Chrome,219
11880,22,59.100.129.30,Approved report 15. Checklists.,2022-03-24 07:07:55.000,Chrome,219
11881,22,59.100.129.30,Edited F&B Comp. & Void Audit details.,2022-03-24 07:09:53.000,Chrome,219
11882,22,59.100.129.30,Approved report 14. F & B Comp. & Void Audit.,2022-03-24 07:09:58.000,Chrome,219
11883,22,59.100.129.30,Commented `No Missing Docket` in Report 14. F & B Comp. & Void Audit.,2022-03-24 07:10:09.000,Chrome,219
11884,22,59.100.129.30,Approved report 13. DMR.,2022-03-24 07:11:10.000,Chrome,219
11885,22,59.100.129.30,Commented `Balance` in Report 12. DM Float Log.,2022-03-24 07:11:58.000,Chrome,219
11886,22,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-03-24 07:12:05.000,Chrome,219
11887,22,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-03-24 07:13:44.000,Chrome,219
11888,22,59.100.129.30,Commented `Balance` in Report 10. Room Reconciliation Report.,2022-03-24 07:13:52.000,Chrome,219
11889,22,59.100.129.30,Commented `still need to follow up` in Report 08.1. NA16.,2022-03-24 07:14:09.000,Chrome,219
11890,22,59.100.129.30,Approved report 08. PM/ PX Accounts.,2022-03-24 07:14:50.000,Chrome,219
11891,22,59.100.129.30,Commented `NO DAF Night` in Report 07. Rate Check Report.,2022-03-24 07:15:03.000,Chrome,219
11892,22,59.100.129.30,Approved report 06. Complimentary Room Report.,2022-03-24 07:15:16.000,Chrome,219
11893,22,59.100.129.30,Commented `HSK/Maintenance Issue` in Report 05. Out of Order/ Service Room.,2022-03-24 07:15:55.000,Chrome,219
11894,22,59.100.129.30,Approved report 04. No Show Rooms.,2022-03-24 07:16:03.000,Chrome,219
11895,22,59.100.129.30,Edited Adjustment and Correction details.,2022-03-24 07:16:30.000,Chrome,219
11896,22,59.100.129.30,Approved report 02. Front Office Paid Out Report.,2022-03-24 07:16:34.000,Chrome,219
11897,22,59.100.129.30,Approved report 01. Credit Limit Report.,2022-03-24 07:16:38.000,Chrome,219
11898,22,59.100.129.30,Approved report 05. Out of Order/ Service Room.,2022-03-24 07:16:49.000,Chrome,219
11899,22,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-03-24 07:16:57.000,Chrome,219
11900,22,59.100.129.30,Submitted the summary report.,2022-03-24 07:17:03.000,Chrome,219
11901,16,59.100.129.30,Approved report 01. Credit Limit Report.,2022-03-24 10:27:56.000,Chrome,219
11902,16,59.100.129.30,Approved report 02. Front Office Paid Out Report.,2022-03-24 10:27:59.000,Chrome,219
11903,16,59.100.129.30,Approved report 03. Adjustment & Corrections.,2022-03-24 10:28:02.000,Chrome,219
11904,16,59.100.129.30,Approved report 04. No Show Rooms.,2022-03-24 10:28:03.000,Chrome,219
11905,16,59.100.129.30,Approved report 05. Out of Order/ Service Room.,2022-03-24 10:28:06.000,Chrome,219
11906,16,59.100.129.30,Approved report 06. Complimentary Room Report.,2022-03-24 10:28:18.000,Chrome,219
11907,16,59.100.129.30,Approved report 07. Rate Check Report.,2022-03-24 10:28:24.000,Chrome,219
11908,16,59.100.129.30,Approved report 08. PM/ PX Accounts.,2022-03-24 10:28:27.000,Chrome,219
11909,16,59.100.129.30,Approved report 08.1. NA16.,2022-03-24 10:28:30.000,Chrome,219
11910,16,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-03-24 10:28:32.000,Chrome,219
11911,16,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-03-24 10:28:42.000,Chrome,219
11912,16,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-03-24 10:29:14.000,Chrome,219
11913,16,59.100.129.30,Approved report 12. DM Float Log.,2022-03-24 10:29:18.000,Chrome,219
11914,16,59.100.129.30,Approved report 13. DMR.,2022-03-24 10:29:20.000,Chrome,219
11915,16,59.100.129.30,Approved report 14. F & B Comp. & Void Audit.,2022-03-24 10:29:22.000,Chrome,219
11916,16,59.100.129.30,Approved report 15. Checklists.,2022-03-24 10:29:23.000,Chrome,219
11917,16,59.100.129.30,Approved report 16. Loyalty Points Audit.,2022-03-24 10:31:49.000,Chrome,219
11918,16,59.100.129.30,Approved the summary report.,2022-03-24 10:32:02.000,Chrome,219
11919,8,59.100.129.30,Approved report 01. Credit Limit Report.,2022-03-24 15:49:16.000,Chrome,175
11920,8,59.100.129.30,Approved report 02. Front Office Paid Out Report.,2022-03-24 15:49:23.000,Chrome,175
11921,8,59.100.129.30,Approved report 03. Adjustment & Corrections.,2022-03-24 15:49:37.000,Chrome,175
11922,8,59.100.129.30,Approved report 04. No Show Rooms.,2022-03-24 15:50:43.000,Chrome,175
11923,8,59.100.129.30,Approved report 06. Complimentary Room Report.,2022-03-24 15:51:06.000,Chrome,175
11924,8,59.100.129.30,Approved report 07. Rate Check Report.,2022-03-24 15:51:22.000,Chrome,175
11925,8,59.100.129.30,Approved report 08. PM/ PX Accounts.,2022-03-24 15:51:35.000,Chrome,175
11926,8,59.100.129.30,Approved report 08.1. NA16.,2022-03-24 15:52:02.000,Chrome,175
11927,8,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-03-24 15:52:04.000,Chrome,175
11928,8,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-03-24 15:52:08.000,Chrome,175
11929,8,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-03-24 15:52:13.000,Chrome,175
11930,8,59.100.129.30,Approved report 12. DM Float Log.,2022-03-24 15:53:16.000,Chrome,175
11931,8,59.100.129.30,Approved report 13. DMR.,2022-03-24 15:54:52.000,Chrome,175
11932,8,59.100.129.30,Approved report 14. F & B Comp. & Void Audit.,2022-03-24 15:55:56.000,Chrome,175
11933,8,59.100.129.30,Approved report 15. Checklists.,2022-03-24 15:56:26.000,Chrome,175
11934,8,59.100.129.30,Approved report 16. Loyalty Points Audit.,2022-03-24 15:56:47.000,Chrome,175
11935,8,59.100.129.30,Approved report 05. Out of Order/ Service Room.,2022-03-24 16:35:44.000,Chrome,175
11936,8,59.100.129.30,Approved the summary report.,2022-03-24 16:35:54.000,Chrome,175
11937,5,59.100.129.30,Created the summary report.,2022-03-25 04:45:33.000,Chrome,220
11938,5,59.100.129.30,Approved report 01. Credit Limit Report.,2022-03-25 05:20:52.000,Chrome,220
11939,5,59.100.129.30,Commented `Nil` in Report 02. Front Office Paid Out Report.,2022-03-25 05:20:57.000,Chrome,220
11940,5,59.100.129.30,Edited Adjustment and Correction details.,2022-03-25 05:21:08.000,Chrome,220
11941,5,59.100.129.30,Approved report 03. Adjustment & Corrections.,2022-03-25 05:21:59.000,Chrome,220
11942,5,59.100.129.30,Edited No Show Rooms details.,2022-03-25 05:22:03.000,Chrome,220
11943,5,59.100.129.30,Commented `No Shows with deposit moved to PM #9006 & #9007 Ross Henderson` in Report 04. No Show Rooms.,2022-03-25 05:22:39.000,Chrome,220
11944,5,59.100.129.30,Opened a Ticket for 04. No Show Rooms,2022-03-25 05:23:19.000,Chrome,220
11945,5,59.100.129.30,Commented `8 x Leave Rooms & 2 x Maintenance Issues` in Report 05. Out of Order/ Service Room.,2022-03-25 05:23:51.000,Chrome,220
11946,5,59.100.129.30,Edited Complimentary Room details.,2022-03-25 05:24:10.000,Chrome,220
11947,5,59.100.129.30,Commented `#522 Benjamin Chan (Isolation) - Comp as per HSM` in Report 06. Complimentary Room Report.,2022-03-25 05:24:27.000,Chrome,220
11948,5,59.100.129.30,Commented `DAF Night: 1` in Report 07. Rate Check Report.,2022-03-25 05:24:41.000,Chrome,220
11949,5,59.100.129.30,Commented `3 x Credit & 2 x Debit` in Report 08. PM/ PX Accounts.,2022-03-25 05:25:06.000,Chrome,220
11950,5,59.100.129.30,Approved report 08.1. NA16.,2022-03-25 05:25:24.000,Chrome,220
11951,5,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-03-25 05:25:26.000,Chrome,220
11952,5,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-03-25 05:25:29.000,Chrome,220
11953,5,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-03-25 05:25:32.000,Chrome,220
11954,5,59.100.129.30,Disapproved report 11. CC Surcharge Report.,2022-03-25 05:25:33.000,Chrome,220
11955,5,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-03-25 05:25:53.000,Chrome,220
11956,5,59.100.129.30,Commented `$2000 in balance` in Report 12. DM Float Log.,2022-03-25 05:27:20.000,Chrome,220
11957,5,59.100.129.30,"Commented `Total Revenue: $22595
ADR: $157.13
Occupancy: 51.6%` in Report 13. DMR.",2022-03-25 05:27:47.000,Chrome,220
11958,5,59.100.129.30,Edited F&B Comp. & Void Audit details.,2022-03-25 05:27:55.000,Chrome,220
11959,5,59.100.129.30,Approved report 14. F & B Comp. & Void Audit.,2022-03-25 05:27:57.000,Chrome,220
11960,5,59.100.129.30,Commented `No manual transaction` in Report 16. Loyalty Points Audit.,2022-03-25 05:28:40.000,Chrome,220
11961,5,59.100.129.30,Submitted the summary report.,2022-03-25 05:28:54.000,Chrome,220
11962,22,59.100.129.30,Created the summary report.,2022-03-25 06:47:58.000,Chrome,221
11963,22,59.100.129.30,Approved report 01. Credit Limit Report.,2022-03-25 07:13:46.000,Chrome,221
11964,22,59.100.129.30,Approved report 02. Front Office Paid Out Report.,2022-03-25 07:14:17.000,Chrome,221
11965,22,59.100.129.30,Commented `No FO Paid Out` in Report 02. Front Office Paid Out Report.,2022-03-25 07:14:29.000,Chrome,221
11966,22,59.100.129.30,Edited Adjustment and Correction details.,2022-03-25 07:15:00.000,Chrome,221
11967,22,59.100.129.30,Approved report 03. Adjustment & Corrections.,2022-03-25 07:15:03.000,Chrome,221
11968,22,59.100.129.30,Commented `928 guest was given keys but not check in to the system.` in Report 04. No Show Rooms.,2022-03-25 07:16:38.000,Chrome,221
11969,22,59.100.129.30,Commented `HSK and Show room` in Report 05. Out of Order/ Service Room.,2022-03-25 07:17:15.000,Chrome,221
11970,22,59.100.129.30,Edited Complimentary Room details.,2022-03-25 07:17:57.000,Chrome,221
11971,22,59.100.129.30,Opened a Ticket for 06. Complimentary Room Report,2022-03-25 07:18:59.000,Chrome,221
11972,22,59.100.129.30,Opened a Ticket for 06. Complimentary Room Report,2022-03-25 07:19:09.000,Chrome,221
11973,22,59.100.129.30,Commented `10 DAF NIGHT` in Report 07. Rate Check Report.,2022-03-25 07:19:45.000,Chrome,221
11974,22,59.100.129.30,Approved report 08. PM/ PX Accounts.,2022-03-25 07:20:16.000,Chrome,221
11975,22,59.100.129.30,Approved report 08.1. NA16.,2022-03-25 07:20:20.000,Chrome,221
11976,22,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-03-25 07:20:25.000,Chrome,221
11977,22,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-03-25 07:20:31.000,Chrome,221
11978,22,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-03-25 07:20:36.000,Chrome,221
11979,22,59.100.129.30,Approved report 12. DM Float Log.,2022-03-25 07:20:40.000,Chrome,221
11980,22,59.100.129.30,Approved report 13. DMR.,2022-03-25 07:21:16.000,Chrome,221
11981,22,59.100.129.30,Edited F&B Comp. & Void Audit details.,2022-03-25 07:22:32.000,Chrome,221
11982,22,59.100.129.30,Approved report 15. Checklists.,2022-03-25 07:22:37.000,Chrome,221
11983,22,59.100.129.30,Approved report 16. Loyalty Points Audit.,2022-03-25 07:23:03.000,Chrome,221
11984,22,59.100.129.30,"Commented `1- Manuel Transaction, 17- Auto Transaction ` in Report 16. Loyalty Points Audit.",2022-03-25 07:24:09.000,Chrome,221
11985,22,59.100.129.30,Approved report 04. No Show Rooms.,2022-03-25 07:24:54.000,Chrome,221
11986,22,59.100.129.30,Submitted the summary report.,2022-03-25 07:25:00.000,Chrome,221
11987,24,59.100.129.30,Approved report 01. Credit Limit Report.,2022-03-25 10:26:35.000,Chrome,175
11988,24,59.100.129.30,Approved report 02. Front Office Paid Out Report.,2022-03-25 10:26:37.000,Chrome,175
11989,24,59.100.129.30,Approved report 03. Adjustment & Corrections.,2022-03-25 10:26:38.000,Chrome,175
11990,24,59.100.129.30,Approved report 04. No Show Rooms.,2022-03-25 10:26:39.000,Chrome,175
11991,24,59.100.129.30,Approved report 05. Out of Order/ Service Room.,2022-03-25 10:26:41.000,Chrome,175
11992,24,59.100.129.30,Approved report 06. Complimentary Room Report.,2022-03-25 10:26:42.000,Chrome,175
11993,24,59.100.129.30,Approved report 08. PM/ PX Accounts.,2022-03-25 10:26:43.000,Chrome,175
11994,24,59.100.129.30,Approved report 07. Rate Check Report.,2022-03-25 10:26:44.000,Chrome,175
11995,24,59.100.129.30,Approved report 08.1. NA16.,2022-03-25 10:26:46.000,Chrome,175
11996,24,59.100.129.30,Disapproved report 08.1. NA16.,2022-03-25 10:26:47.000,Chrome,175
11997,24,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-03-25 10:26:48.000,Chrome,175
11998,24,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-03-25 10:26:49.000,Chrome,175
11999,24,59.100.129.30,Disapproved report 10. Room Reconciliation Report.,2022-03-25 10:26:50.000,Chrome,175
12000,24,59.100.129.30,Approved report 12. DM Float Log.,2022-03-25 10:26:52.000,Chrome,175
12001,24,59.100.129.30,Disapproved report 09. Ogone Deposit Posting Report.,2022-03-25 10:26:52.000,Chrome,175
12002,24,59.100.129.30,Approved report 13. DMR.,2022-03-25 10:26:54.000,Chrome,175
12003,24,59.100.129.30,Approved report 08.1. NA16.,2022-03-25 10:26:55.000,Chrome,175
12004,24,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-03-25 10:26:57.000,Chrome,175
12005,24,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-03-25 10:26:59.000,Chrome,175
12006,24,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-03-25 10:27:00.000,Chrome,175
12007,24,59.100.129.30,Disapproved report 11. CC Surcharge Report.,2022-03-25 10:27:01.000,Chrome,175
12008,24,59.100.129.30,Approved report 14. F & B Comp. & Void Audit.,2022-03-25 10:27:02.000,Chrome,175
12009,24,59.100.129.30,Approved report 16. Loyalty Points Audit.,2022-03-25 10:27:03.000,Chrome,175
12010,24,59.100.129.30,Approved report 15. Checklists.,2022-03-25 10:27:05.000,Chrome,175
12011,24,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-03-25 10:27:08.000,Chrome,175
12012,24,59.100.129.30,Approved the summary report.,2022-03-25 10:27:11.000,Chrome,175
12013,9,59.100.129.30,Approved report 01. Credit Limit Report.,2022-03-25 12:56:28.000,Chrome,178
12014,9,59.100.129.30,Approved report 02. Front Office Paid Out Report.,2022-03-25 12:58:36.000,Chrome,178
12015,9,59.100.129.30,Approved report 03. Adjustment & Corrections.,2022-03-25 13:01:02.000,Chrome,178
12016,9,59.100.129.30,Approved report 04. No Show Rooms.,2022-03-25 13:01:45.000,Chrome,178
12017,9,59.100.129.30,Approved report 05. Out of Order/ Service Room.,2022-03-25 13:01:46.000,Chrome,178
12018,9,59.100.129.30,Approved report 06. Complimentary Room Report.,2022-03-25 13:02:02.000,Chrome,178
12019,9,59.100.129.30,Approved report 07. Rate Check Report.,2022-03-25 13:02:06.000,Chrome,178
12020,9,59.100.129.30,Approved report 08. PM/ PX Accounts.,2022-03-25 13:03:11.000,Chrome,178
12021,9,59.100.129.30,Approved report 08.1. NA16.,2022-03-25 13:03:36.000,Chrome,178
12022,9,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-03-25 13:03:42.000,Chrome,178
12023,9,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-03-25 13:04:13.000,Chrome,178
12024,9,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-03-25 13:04:55.000,Chrome,178
12025,9,59.100.129.30,Approved report 12. DM Float Log.,2022-03-25 13:05:07.000,Chrome,178
12026,9,59.100.129.30,Approved report 13. DMR.,2022-03-25 13:05:10.000,Chrome,178
12027,9,59.100.129.30,Approved report 14. F & B Comp. & Void Audit.,2022-03-25 13:05:12.000,Chrome,178
12028,9,59.100.129.30,Approved report 15. Checklists.,2022-03-25 13:05:15.000,Chrome,178
12029,9,59.100.129.30,Approved report 16. Loyalty Points Audit.,2022-03-25 13:05:16.000,Chrome,178
12030,9,59.100.129.30,Approved the summary report.,2022-03-25 13:06:08.000,Chrome,178
12031,9,59.100.129.30,Approved report 01. Credit Limit Report.,2022-03-25 13:06:19.000,Chrome,180
12032,9,59.100.129.30,Approved report 02. Front Office Paid Out Report.,2022-03-25 13:06:59.000,Chrome,180
12033,9,59.100.129.30,Approved report 03. Adjustment & Corrections.,2022-03-25 13:07:45.000,Chrome,180
12034,9,59.100.129.30,Approved report 04. No Show Rooms.,2022-03-25 13:07:48.000,Chrome,180
12035,9,59.100.129.30,Approved report 05. Out of Order/ Service Room.,2022-03-25 13:08:09.000,Chrome,180
12036,9,59.100.129.30,Approved report 06. Complimentary Room Report.,2022-03-25 13:08:28.000,Chrome,180
12037,9,59.100.129.30,Approved report 07. Rate Check Report.,2022-03-25 13:08:30.000,Chrome,180
12038,9,59.100.129.30,Approved report 08. PM/ PX Accounts.,2022-03-25 13:08:32.000,Chrome,180
12039,9,59.100.129.30,Approved report 08.1. NA16.,2022-03-25 13:08:34.000,Chrome,180
12040,9,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-03-25 13:08:38.000,Chrome,180
12041,9,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-03-25 13:09:01.000,Chrome,180
12042,9,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-03-25 13:09:03.000,Chrome,180
12043,9,59.100.129.30,Approved report 12. DM Float Log.,2022-03-25 13:09:04.000,Chrome,180
12044,9,59.100.129.30,Approved report 13. DMR.,2022-03-25 13:09:08.000,Chrome,180
12045,9,59.100.129.30,Approved report 14. F & B Comp. & Void Audit.,2022-03-25 13:09:17.000,Chrome,180
12046,9,59.100.129.30,Approved report 15. Checklists.,2022-03-25 13:09:19.000,Chrome,180
12047,9,59.100.129.30,Approved report 16. Loyalty Points Audit.,2022-03-25 13:09:44.000,Chrome,180
12048,9,59.100.129.30,Approved the summary report.,2022-03-25 13:09:48.000,Chrome,180
12049,9,59.100.129.30,Approved report 01. Credit Limit Report.,2022-03-25 13:09:55.000,Chrome,182
12050,9,59.100.129.30,Approved report 02. Front Office Paid Out Report.,2022-03-25 13:10:58.000,Chrome,182
12051,9,59.100.129.30,Approved report 03. Adjustment & Corrections.,2022-03-25 13:11:28.000,Chrome,182
12052,9,59.100.129.30,Approved report 04. No Show Rooms.,2022-03-25 13:11:49.000,Chrome,182
12053,9,59.100.129.30,Approved report 05. Out of Order/ Service Room.,2022-03-25 13:11:52.000,Chrome,182
12054,9,59.100.129.30,Approved report 06. Complimentary Room Report.,2022-03-25 13:12:08.000,Chrome,182
12055,9,59.100.129.30,Approved report 07. Rate Check Report.,2022-03-25 13:12:10.000,Chrome,182
12056,9,59.100.129.30,Approved report 08. PM/ PX Accounts.,2022-03-25 13:12:12.000,Chrome,182
12057,9,59.100.129.30,Approved report 08.1. NA16.,2022-03-25 13:12:27.000,Chrome,182
12058,9,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-03-25 13:12:28.000,Chrome,182
12059,9,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-03-25 13:12:51.000,Chrome,182
12060,9,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-03-25 13:12:52.000,Chrome,182
12061,9,59.100.129.30,Approved report 12. DM Float Log.,2022-03-25 13:12:59.000,Chrome,182
12062,9,59.100.129.30,Approved report 13. DMR.,2022-03-25 13:13:00.000,Chrome,182
12063,9,59.100.129.30,Approved report 14. F & B Comp. & Void Audit.,2022-03-25 13:13:10.000,Chrome,182
12064,9,59.100.129.30,Approved report 15. Checklists.,2022-03-25 13:13:11.000,Chrome,182
12065,9,59.100.129.30,Approved report 16. Loyalty Points Audit.,2022-03-25 13:13:25.000,Chrome,182
12066,9,59.100.129.30,Approved the summary report.,2022-03-25 13:13:29.000,Chrome,182
12067,9,59.100.129.30,Approved report 01. Credit Limit Report.,2022-03-25 13:14:55.000,Chrome,184
12068,9,59.100.129.30,Approved report 02. Front Office Paid Out Report.,2022-03-25 13:15:43.000,Chrome,184
12069,9,59.100.129.30,Approved report 03. Adjustment & Corrections.,2022-03-25 13:16:53.000,Chrome,184
12070,9,59.100.129.30,Approved report 04. No Show Rooms.,2022-03-25 13:33:14.000,Chrome,184
12071,9,59.100.129.30,Approved report 05. Out of Order/ Service Room.,2022-03-25 13:33:19.000,Chrome,184
12072,9,59.100.129.30,Approved report 06. Complimentary Room Report.,2022-03-25 13:33:42.000,Chrome,184
12073,9,59.100.129.30,Approved report 07. Rate Check Report.,2022-03-25 13:34:28.000,Chrome,184
12074,9,59.100.129.30,Approved report 08. PM/ PX Accounts.,2022-03-25 13:34:29.000,Chrome,184
12075,9,59.100.129.30,Approved report 08.1. NA16.,2022-03-25 13:35:13.000,Chrome,184
12076,9,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-03-25 13:35:14.000,Chrome,184
12077,9,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-03-25 13:35:39.000,Chrome,184
12078,9,59.100.129.30,Approved report 11. CC Surcharge Report.,2022-03-25 13:35:40.000,Chrome,184
12079,9,59.100.129.30,Approved report 12. DM Float Log.,2022-03-25 13:35:47.000,Chrome,184
12080,9,59.100.129.30,Approved report 13. DMR.,2022-03-25 13:35:48.000,Chrome,184
12081,9,59.100.129.30,Approved report 15. Checklists.,2022-03-25 13:35:57.000,Chrome,184
12082,9,59.100.129.30,Approved report 14. F & B Comp. & Void Audit.,2022-03-25 13:36:05.000,Chrome,184
12083,9,59.100.129.30,Approved report 16. Loyalty Points Audit.,2022-03-25 13:36:41.000,Chrome,184
12084,9,59.100.129.30,Approved the summary report.,2022-03-25 13:36:51.000,Chrome,184
12085,9,59.100.129.30,Approved report 01. Credit Limit Report.,2022-03-25 13:36:58.000,Chrome,186
12086,9,59.100.129.30,Approved report 02. Front Office Paid Out Report.,2022-03-25 13:37:05.000,Chrome,186
12087,9,59.100.129.30,Approved report 03. Adjustment & Corrections.,2022-03-25 13:39:37.000,Chrome,186
12088,9,59.100.129.30,Approved report 04. No Show Rooms.,2022-03-25 13:39:42.000,Chrome,186
12089,9,59.100.129.30,Approved report 05. Out of Order/ Service Room.,2022-03-25 13:39:44.000,Chrome,186
12090,9,59.100.129.30,Approved report 06. Complimentary Room Report.,2022-03-25 13:40:03.000,Chrome,186
12091,9,59.100.129.30,Approved report 07. Rate Check Report.,2022-03-25 13:40:10.000,Chrome,186
12092,9,59.100.129.30,Approved report 08. PM/ PX Accounts.,2022-03-25 13:40:12.000,Chrome,186
12093,9,59.100.129.30,Approved report 08.1. NA16.,2022-03-25 13:40:37.000,Chrome,186
12094,9,59.100.129.30,Approved report 09. Ogone Deposit Posting Report.,2022-03-25 13:40:40.000,Chrome,186
12095,9,59.100.129.30,Approved report 10. Room Reconciliation Report.,2022-03-25 13:44:57.000,Chrome,186
